"covariateId","columnId","covariateName","analysisId","conceptId","covariateValue","included"
73553212,71,"condition_era group during day -30 through 0 days relative to index: Arthropathy",212,73553,0,0
75053210,72,"condition_era group during day -365 through 0 days relative to index: Fracture of bone",210,75053,0,0
75053212,73,"condition_era group during day -30 through 0 days relative to index: Fracture of bone",212,75053,0,0
75344210,74,"condition_era group during day -365 through 0 days relative to index: Intervertebral disc disorder",210,75344,0,0
75344212,75,"condition_era group during day -30 through 0 days relative to index: Intervertebral disc disorder",212,75344,0,0
75576102,76,"condition_occurrence during day -365 through 0 days relative to index: Irritable bowel syndrome",102,75576,0,0
75576104,77,"condition_occurrence during day -30 through 0 days relative to index: Irritable bowel syndrome",104,75576,0,0
75576210,78,"condition_era group during day -365 through 0 days relative to index: Irritable bowel syndrome",210,75576,0,0
75576212,79,"condition_era group during day -30 through 0 days relative to index: Irritable bowel syndrome",212,75576,0,0
75860102,80,"condition_occurrence during day -365 through 0 days relative to index: Constipation",102,75860,0,0
75860104,81,"condition_occurrence during day -30 through 0 days relative to index: Constipation",104,75860,0,0
75860210,82,"condition_era group during day -365 through 0 days relative to index: Constipation",210,75860,0,0
75860212,83,"condition_era group during day -30 through 0 days relative to index: Constipation",212,75860,0,0
77074210,84,"condition_era group during day -365 through 0 days relative to index: Joint pain",210,77074,0,0
77074212,85,"condition_era group during day -30 through 0 days relative to index: Joint pain",212,77074,0,0
77630102,86,"condition_occurrence during day -365 through 0 days relative to index: Disorder of shoulder",102,77630,0,0
77630104,87,"condition_occurrence during day -30 through 0 days relative to index: Disorder of shoulder",104,77630,0,0
77670102,88,"condition_occurrence during day -365 through 0 days relative to index: Chest pain",102,77670,0,0
77670104,89,"condition_occurrence during day -30 through 0 days relative to index: Chest pain",104,77670,0,0
77670210,90,"condition_era group during day -365 through 0 days relative to index: Chest pain",210,77670,0,0
77670212,91,"condition_era group during day -30 through 0 days relative to index: Chest pain",212,77670,0,0
78162102,92,"condition_occurrence during day -365 through 0 days relative to index: Peripheral vertigo",102,78162,0,0
78162104,93,"condition_occurrence during day -30 through 0 days relative to index: Peripheral vertigo",104,78162,0,0
78162210,94,"condition_era group during day -365 through 0 days relative to index: Peripheral vertigo",210,78162,0,0
78162212,95,"condition_era group during day -30 through 0 days relative to index: Peripheral vertigo",212,78162,0,0
79061102,96,"condition_occurrence during day -365 through 0 days relative to index: Slow transit constipation",102,79061,0,0
79061104,97,"condition_occurrence during day -30 through 0 days relative to index: Slow transit constipation",104,79061,0,0
79061210,98,"condition_era group during day -365 through 0 days relative to index: Slow transit constipation",210,79061,0,0
79061212,99,"condition_era group during day -30 through 0 days relative to index: Slow transit constipation",212,79061,0,0
79833102,100,"condition_occurrence during day -365 through 0 days relative to index: Meniere's disease",102,79833,0,0
79833104,101,"condition_occurrence during day -30 through 0 days relative to index: Meniere's disease",104,79833,0,0
79833210,102,"condition_era group during day -365 through 0 days relative to index: Meniere's disease",210,79833,0,0
79833212,103,"condition_era group during day -30 through 0 days relative to index: Meniere's disease",212,79833,0,0
79936102,104,"condition_occurrence during day -365 through 0 days relative to index: Polyuria",102,79936,0,0
79936104,105,"condition_occurrence during day -30 through 0 days relative to index: Polyuria",104,79936,0,0
79936210,106,"condition_era group during day -365 through 0 days relative to index: Polyuria",210,79936,0,0
79936212,107,"condition_era group during day -30 through 0 days relative to index: Polyuria",212,79936,0,0
80141102,108,"condition_occurrence during day -365 through 0 days relative to index: Functional diarrhea",102,80141,0,0
80141104,109,"condition_occurrence during day -30 through 0 days relative to index: Functional diarrhea",104,80141,0,0
80141210,110,"condition_era group during day -365 through 0 days relative to index: Functional diarrhea",210,80141,0,0
80141212,111,"condition_era group during day -30 through 0 days relative to index: Functional diarrhea",212,80141,0,0
80180210,112,"condition_era group during day -365 through 0 days relative to index: Osteoarthritis",210,80180,0,0
80180212,113,"condition_era group during day -30 through 0 days relative to index: Osteoarthritis",212,80180,0,0
80502102,114,"condition_occurrence during day -365 through 0 days relative to index: Osteoporosis",102,80502,0,0
80502104,115,"condition_occurrence during day -30 through 0 days relative to index: Osteoporosis",104,80502,0,0
80502210,116,"condition_era group during day -365 through 0 days relative to index: Osteoporosis",210,80502,0,0
80502212,117,"condition_era group during day -30 through 0 days relative to index: Osteoporosis",212,80502,0,0
80665210,118,"condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of thorax",210,80665,0,0
80665212,119,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of thorax",212,80665,0,0
80767210,120,"condition_era group during day -365 through 0 days relative to index: Breast lump",210,80767,0,0
80767212,121,"condition_era group during day -30 through 0 days relative to index: Breast lump",212,80767,0,0
81251210,122,"condition_era group during day -365 through 0 days relative to index: Neoplasm of breast",210,81251,0,0
81251212,123,"condition_era group during day -30 through 0 days relative to index: Neoplasm of breast",212,81251,0,0
81303102,124,"condition_occurrence during day -365 through 0 days relative to index: Labyrinthine disorder",102,81303,0,0
81303104,125,"condition_occurrence during day -30 through 0 days relative to index: Labyrinthine disorder",104,81303,0,0
81303210,126,"condition_era group during day -365 through 0 days relative to index: Labyrinthine disorder",210,81303,0,0
81303212,127,"condition_era group during day -30 through 0 days relative to index: Labyrinthine disorder",212,81303,0,0
81902102,128,"condition_occurrence during day -365 through 0 days relative to index: Urinary tract infectious disease",102,81902,0,0
81902104,129,"condition_occurrence during day -30 through 0 days relative to index: Urinary tract infectious disease",104,81902,0,0
81902210,130,"condition_era group during day -365 through 0 days relative to index: Urinary tract infectious disease",210,81902,0,0
81902212,131,"condition_era group during day -30 through 0 days relative to index: Urinary tract infectious disease",212,81902,0,0
132446210,132,"condition_era group during day -365 through 0 days relative to index: Congenital anomaly of skin",210,132446,0,0
132446212,133,"condition_era group during day -30 through 0 days relative to index: Congenital anomaly of skin",212,132446,0,0
132797102,134,"condition_occurrence during day -365 through 0 days relative to index: Sepsis",102,132797,0,0
132797104,135,"condition_occurrence during day -30 through 0 days relative to index: Sepsis",104,132797,0,0
132797210,136,"condition_era group during day -365 through 0 days relative to index: Sepsis",210,132797,0,0
132797212,137,"condition_era group during day -30 through 0 days relative to index: Sepsis",212,132797,0,0
133141102,138,"condition_occurrence during day -365 through 0 days relative to index: Tinea pedis",102,133141,0,0
133141104,139,"condition_occurrence during day -30 through 0 days relative to index: Tinea pedis",104,133141,0,0
133141210,140,"condition_era group during day -365 through 0 days relative to index: Tinea pedis",210,133141,0,0
133141212,141,"condition_era group during day -30 through 0 days relative to index: Tinea pedis",212,133141,0,0
133834102,142,"condition_occurrence during day -365 through 0 days relative to index: Atopic dermatitis",102,133834,0,0
133834104,143,"condition_occurrence during day -30 through 0 days relative to index: Atopic dermatitis",104,133834,0,0
133834210,144,"condition_era group during day -365 through 0 days relative to index: Atopic dermatitis",210,133834,0,0
133834212,145,"condition_era group during day -30 through 0 days relative to index: Atopic dermatitis",212,133834,0,0
133835210,146,"condition_era group during day -365 through 0 days relative to index: Eczema",210,133835,0,0
133835212,147,"condition_era group during day -30 through 0 days relative to index: Eczema",212,133835,0,0
134736210,148,"condition_era group during day -365 through 0 days relative to index: Backache",210,134736,0,0
134736212,149,"condition_era group during day -30 through 0 days relative to index: Backache",212,134736,0,0
135061210,150,"condition_era group during day -365 through 0 days relative to index: Congenital anomaly of musculoskeletal system",210,135061,0,0
135061212,151,"condition_era group during day -30 through 0 days relative to index: Congenital anomaly of musculoskeletal system",212,135061,0,0
135333102,152,"condition_occurrence during day -365 through 0 days relative to index: Pressure ulcer",102,135333,0,0
135333104,153,"condition_occurrence during day -30 through 0 days relative to index: Pressure ulcer",104,135333,0,0
135333210,154,"condition_era group during day -365 through 0 days relative to index: Pressure ulcer",210,135333,0,0
135333212,155,"condition_era group during day -30 through 0 days relative to index: Pressure ulcer",212,135333,0,0
135473210,156,"condition_era group during day -365 through 0 days relative to index: Dermatophytosis",210,135473,0,0
135473212,157,"condition_era group during day -30 through 0 days relative to index: Dermatophytosis",212,135473,0,0
135618102,158,"condition_occurrence during day -365 through 0 days relative to index: Pruritic rash",102,135618,0,0
135618104,159,"condition_occurrence during day -30 through 0 days relative to index: Pruritic rash",104,135618,0,0
135618210,160,"condition_era group during day -365 through 0 days relative to index: Pruritic rash",210,135618,0,0
135618212,161,"condition_era group during day -30 through 0 days relative to index: Pruritic rash",212,135618,0,0
135777210,162,"condition_era group during day -365 through 0 days relative to index: Neoplasm of uncertain behavior of skin",210,135777,0,0
135777212,163,"condition_era group during day -30 through 0 days relative to index: Neoplasm of uncertain behavior of skin",212,135777,0,0
136184210,164,"condition_era group during day -365 through 0 days relative to index: Pruritus of skin",210,136184,0,0
136184212,165,"condition_era group during day -30 through 0 days relative to index: Pruritus of skin",212,136184,0,0
137213210,166,"condition_era group during day -365 through 0 days relative to index: Dermal mycosis",210,137213,0,0
137213212,167,"condition_era group during day -30 through 0 days relative to index: Dermal mycosis",212,137213,0,0
137989102,168,"condition_occurrence during day -365 through 0 days relative to index: Abnormal results of cardiovascular function studies",102,137989,0,0
137989104,169,"condition_occurrence during day -30 through 0 days relative to index: Abnormal results of cardiovascular function studies",104,137989,0,0
137989210,170,"condition_era group during day -365 through 0 days relative to index: Abnormal results of cardiovascular function studies",210,137989,0,0
137989212,171,"condition_era group during day -30 through 0 days relative to index: Abnormal results of cardiovascular function studies",212,137989,0,0
138525102,172,"condition_occurrence during day -365 through 0 days relative to index: Pain in limb",102,138525,0,0
138525104,173,"condition_occurrence during day -30 through 0 days relative to index: Pain in limb",104,138525,0,0
138525210,174,"condition_era group during day -365 through 0 days relative to index: Pain in limb",210,138525,0,0
138525212,175,"condition_era group during day -30 through 0 days relative to index: Pain in limb",212,138525,0,0
139900102,176,"condition_occurrence during day -365 through 0 days relative to index: Urticaria",102,139900,0,0
139900210,177,"condition_era group during day -365 through 0 days relative to index: Urticaria",210,139900,0,0
139900212,178,"condition_era group during day -30 through 0 days relative to index: Urticaria",212,139900,0,0
139902102,179,"condition_occurrence during day -365 through 0 days relative to index: Allergic urticaria",102,139902,0,0
139902104,180,"condition_occurrence during day -30 through 0 days relative to index: Allergic urticaria",104,139902,0,0
139902210,181,"condition_era group during day -365 through 0 days relative to index: Allergic urticaria",210,139902,0,0
139902212,182,"condition_era group during day -30 through 0 days relative to index: Allergic urticaria",212,139902,0,0
140214210,183,"condition_era group during day -365 through 0 days relative to index: Eruption",210,140214,0,0
140214212,184,"condition_era group during day -30 through 0 days relative to index: Eruption",212,140214,0,0
140648102,185,"condition_occurrence during day -365 through 0 days relative to index: Onychomycosis due to dermatophyte",102,140648,0,0
140648104,186,"condition_occurrence during day -30 through 0 days relative to index: Onychomycosis due to dermatophyte",104,140648,0,0
140648210,187,"condition_era group during day -365 through 0 days relative to index: Onychomycosis due to dermatophyte",210,140648,0,0
140648212,188,"condition_era group during day -30 through 0 days relative to index: Onychomycosis due to dermatophyte",212,140648,0,0
140673102,189,"condition_occurrence during day -365 through 0 days relative to index: Hypothyroidism",102,140673,0,0
140673104,190,"condition_occurrence during day -30 through 0 days relative to index: Hypothyroidism",104,140673,0,0
140673210,191,"condition_era group during day -365 through 0 days relative to index: Hypothyroidism",210,140673,0,0
140673212,192,"condition_era group during day -30 through 0 days relative to index: Hypothyroidism",212,140673,0,0
140821102,193,"condition_occurrence during day -365 through 0 days relative to index: Spasm",102,140821,0,0
140821104,194,"condition_occurrence during day -30 through 0 days relative to index: Spasm",104,140821,0,0
140821210,195,"condition_era group during day -365 through 0 days relative to index: Spasm",210,140821,0,0
140821212,196,"condition_era group during day -30 through 0 days relative to index: Spasm",212,140821,0,0
141253102,197,"condition_occurrence during day -365 through 0 days relative to index: Disorder of thyroid gland",102,141253,0,0
141253104,198,"condition_occurrence during day -30 through 0 days relative to index: Disorder of thyroid gland",104,141253,0,0
192438210,199,"condition_era group during day -365 through 0 days relative to index: Abdominal mass",210,192438,0,0
192438212,200,"condition_era group during day -30 through 0 days relative to index: Abdominal mass",212,192438,0,0
192671210,201,"condition_era group during day -365 through 0 days relative to index: Gastrointestinal hemorrhage",210,192671,0,0
192671212,202,"condition_era group during day -30 through 0 days relative to index: Gastrointestinal hemorrhage",212,192671,0,0
192963102,203,"condition_occurrence during day -365 through 0 days relative to index: Disorder of pancreas",102,192963,0,0
192963104,204,"condition_occurrence during day -30 through 0 days relative to index: Disorder of pancreas",104,192963,0,0
193249102,205,"condition_occurrence during day -365 through 0 days relative to index: Acute hemorrhagic gastritis",102,193249,0,0
193249104,206,"condition_occurrence during day -30 through 0 days relative to index: Acute hemorrhagic gastritis",104,193249,0,0
193249210,207,"condition_era group during day -365 through 0 days relative to index: Acute hemorrhagic gastritis",210,193249,0,0
193249212,208,"condition_era group during day -30 through 0 days relative to index: Acute hemorrhagic gastritis",212,193249,0,0
193250210,209,"condition_era group during day -365 through 0 days relative to index: Gastric hemorrhage",210,193250,0,0
193250212,210,"condition_era group during day -30 through 0 days relative to index: Gastric hemorrhage",212,193250,0,0
193253210,211,"condition_era group during day -365 through 0 days relative to index: Nephritis",210,193253,0,0
193518210,212,"condition_era group during day -365 through 0 days relative to index: Intestinal obstruction",210,193518,0,0
193518212,213,"condition_era group during day -30 through 0 days relative to index: Intestinal obstruction",212,193518,0,0
194087210,214,"condition_era group during day -365 through 0 days relative to index: Hepatitis due to infection",210,194087,0,0
194087212,215,"condition_era group during day -30 through 0 days relative to index: Hepatitis due to infection",212,194087,0,0
194133102,216,"condition_occurrence during day -365 through 0 days relative to index: Low back pain",102,194133,0,0
194133104,217,"condition_occurrence during day -30 through 0 days relative to index: Low back pain",104,194133,0,0
194133210,218,"condition_era group during day -365 through 0 days relative to index: Low back pain",210,194133,0,0
194133212,219,"condition_era group during day -30 through 0 days relative to index: Low back pain",212,194133,0,0
194589210,220,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of biliary tract",210,194589,0,0
194589212,221,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of biliary tract",212,194589,0,0
194984102,222,"condition_occurrence during day -365 through 0 days relative to index: Disease of liver",102,194984,0,0
194984104,223,"condition_occurrence during day -30 through 0 days relative to index: Disease of liver",104,194984,0,0
194990102,224,"condition_occurrence during day -365 through 0 days relative to index: Inflammatory disease of liver",102,194990,0,0
194990104,225,"condition_occurrence during day -30 through 0 days relative to index: Inflammatory disease of liver",104,194990,0,0
194990210,226,"condition_era group during day -365 through 0 days relative to index: Inflammatory disease of liver",210,194990,0,0
194990212,227,"condition_era group during day -30 through 0 days relative to index: Inflammatory disease of liver",212,194990,0,0
195002210,228,"condition_era group during day -365 through 0 days relative to index: Ulceration of intestine",210,195002,0,0
195002212,229,"condition_era group during day -30 through 0 days relative to index: Ulceration of intestine",212,195002,0,0
195306102,230,"condition_occurrence during day -365 through 0 days relative to index: Gastroduodenitis",102,195306,0,0
195306104,231,"condition_occurrence during day -30 through 0 days relative to index: Gastroduodenitis",104,195306,0,0
195306210,232,"condition_era group during day -365 through 0 days relative to index: Gastroduodenitis",210,195306,0,0
195306212,233,"condition_era group during day -30 through 0 days relative to index: Gastroduodenitis",212,195306,0,0
195588210,234,"condition_era group during day -365 through 0 days relative to index: Cystitis",210,195588,0,0
195588212,235,"condition_era group during day -30 through 0 days relative to index: Cystitis",212,195588,0,0
196151102,236,"condition_occurrence during day -365 through 0 days relative to index: Functional disorder of intestine",102,196151,0,0
196151104,237,"condition_occurrence during day -30 through 0 days relative to index: Functional disorder of intestine",104,196151,0,0
196151210,238,"condition_era group during day -365 through 0 days relative to index: Functional disorder of intestine",210,196151,0,0
196151212,239,"condition_era group during day -30 through 0 days relative to index: Functional disorder of intestine",212,196151,0,0
196523210,240,"condition_era group during day -365 through 0 days relative to index: Diarrhea",210,196523,0,0
196523212,241,"condition_era group during day -30 through 0 days relative to index: Diarrhea",212,196523,0,0
196931210,242,"condition_era group during day -365 through 0 days relative to index: Neoplasm of digestive tract",210,196931,0,0
196931212,243,"condition_era group during day -30 through 0 days relative to index: Neoplasm of digestive tract",212,196931,0,0
197032102,244,"condition_occurrence during day -365 through 0 days relative to index: Hyperplasia of prostate",102,197032,0,0
197032104,245,"condition_occurrence during day -30 through 0 days relative to index: Hyperplasia of prostate",104,197032,0,0
197032210,246,"condition_era group during day -365 through 0 days relative to index: Hyperplasia of prostate",210,197032,0,0
197032212,247,"condition_era group during day -30 through 0 days relative to index: Hyperplasia of prostate",212,197032,0,0
197506210,248,"condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of abdomen",210,197506,0,0
197506212,249,"condition_era group during day -30 through 0 days relative to index: Malignant neoplasm of abdomen",212,197506,0,0
197672102,250,"condition_occurrence during day -365 through 0 days relative to index: Urinary incontinence",102,197672,0,0
197672104,251,"condition_occurrence during day -30 through 0 days relative to index: Urinary incontinence",104,197672,0,0
197672210,252,"condition_era group during day -365 through 0 days relative to index: Urinary incontinence",210,197672,0,0
197672212,253,"condition_era group during day -30 through 0 days relative to index: Urinary incontinence",212,197672,0,0
197675102,254,"condition_occurrence during day -365 through 0 days relative to index: Incontinence of feces",102,197675,0,0
197675104,255,"condition_occurrence during day -30 through 0 days relative to index: Incontinence of feces",104,197675,0,0
197675210,256,"condition_era group during day -365 through 0 days relative to index: Incontinence of feces",210,197675,0,0
197675212,257,"condition_era group during day -30 through 0 days relative to index: Incontinence of feces",212,197675,0,0
197684102,258,"condition_occurrence during day -365 through 0 days relative to index: Dysuria",102,197684,0,0
197684104,259,"condition_occurrence during day -30 through 0 days relative to index: Dysuria",104,197684,0,0
197684210,260,"condition_era group during day -365 through 0 days relative to index: Dysuria",210,197684,0,0
197684212,261,"condition_era group during day -30 through 0 days relative to index: Dysuria",212,197684,0,0
197804210,262,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of intra-abdominal organs",210,197804,0,0
197804212,263,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of intra-abdominal organs",212,197804,0,0
198091210,264,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of retroperitoneum",210,198091,0,0
198091212,265,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of retroperitoneum",212,198091,0,0
198124210,266,"condition_era group during day -365 through 0 days relative to index: Kidney disease",210,198124,0,0
198124212,267,"condition_era group during day -30 through 0 days relative to index: Kidney disease",212,198124,0,0
198678210,268,"condition_era group during day -365 through 0 days relative to index: Intestinal infectious disease",210,198678,0,0
198988210,269,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of pelvis",210,198988,0,0
198988212,270,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of pelvis",212,198988,0,0
199075102,271,"condition_occurrence during day -365 through 0 days relative to index: Neurogenic bladder",102,199075,0,0
199075104,272,"condition_occurrence during day -30 through 0 days relative to index: Neurogenic bladder",104,199075,0,0
199075210,273,"condition_era group during day -365 through 0 days relative to index: Neurogenic bladder",210,199075,0,0
199075212,274,"condition_era group during day -30 through 0 days relative to index: Neurogenic bladder",212,199075,0,0
199754210,275,"condition_era group during day -365 through 0 days relative to index: Primary malignant neoplasm of pancreas",210,199754,0,0
199754212,276,"condition_era group during day -30 through 0 days relative to index: Primary malignant neoplasm of pancreas",212,199754,0,0
199866102,277,"condition_occurrence during day -365 through 0 days relative to index: Acute gastritis",102,199866,0,0
199866104,278,"condition_occurrence during day -30 through 0 days relative to index: Acute gastritis",104,199866,0,0
199866210,279,"condition_era group during day -365 through 0 days relative to index: Acute gastritis",210,199866,0,0
199866212,280,"condition_era group during day -30 through 0 days relative to index: Acute gastritis",212,199866,0,0
200219102,281,"condition_occurrence during day -365 through 0 days relative to index: Abdominal pain",102,200219,0,0
200219104,282,"condition_occurrence during day -30 through 0 days relative to index: Abdominal pain",104,200219,0,0
200219210,283,"condition_era group during day -365 through 0 days relative to index: Abdominal pain",210,200219,0,0
200219212,284,"condition_era group during day -30 through 0 days relative to index: Abdominal pain",212,200219,0,0
200763102,285,"condition_occurrence during day -365 through 0 days relative to index: Chronic hepatitis",102,200763,0,0
200763104,286,"condition_occurrence during day -30 through 0 days relative to index: Chronic hepatitis",104,200763,0,0
200763210,287,"condition_era group during day -365 through 0 days relative to index: Chronic hepatitis",210,200763,0,0
200763212,288,"condition_era group during day -30 through 0 days relative to index: Chronic hepatitis",212,200763,0,0
201093210,289,"condition_era group during day -365 through 0 days relative to index: Infection of skin and/or subcutaneous tissue",210,201093,0,0
201093212,290,"condition_era group during day -30 through 0 days relative to index: Infection of skin and/or subcutaneous tissue",212,201093,0,0
201131210,291,"condition_era group during day -365 through 0 days relative to index: Pelvic mass",210,201131,0,0
201131212,292,"condition_era group during day -30 through 0 days relative to index: Pelvic mass",212,201131,0,0
201340102,293,"condition_occurrence during day -365 through 0 days relative to index: Gastritis",102,201340,0,0
201340104,294,"condition_occurrence during day -30 through 0 days relative to index: Gastritis",104,201340,0.00104501665482755,1
201340210,295,"condition_era group during day -365 through 0 days relative to index: Gastritis",210,201340,0,0
201340212,296,"condition_era group during day -30 through 0 days relative to index: Gastritis",212,201340,0,0
201612210,297,"condition_era group during day -365 through 0 days relative to index: Alcoholic liver damage",210,201612,0,0
201618102,298,"condition_occurrence during day -365 through 0 days relative to index: Disorder of intestine",102,201618,0,0
201618104,299,"condition_occurrence during day -30 through 0 days relative to index: Disorder of intestine",104,201618,0,0
201773210,300,"condition_era group during day -365 through 0 days relative to index: Enteritis of small intestine",210,201773,0,0
201773212,301,"condition_era group during day -30 through 0 days relative to index: Enteritis of small intestine",212,201773,0,0
201820210,302,"condition_era group during day -365 through 0 days relative to index: Diabetes mellitus",210,201820,0,0
201820212,303,"condition_era group during day -30 through 0 days relative to index: Diabetes mellitus",212,201820,0,0
201826210,304,"condition_era group during day -365 through 0 days relative to index: Type 2 diabetes mellitus",210,201826,0,0
201826212,305,"condition_era group during day -30 through 0 days relative to index: Type 2 diabetes mellitus",212,201826,0,0
252280210,306,"condition_era group during day -365 through 0 days relative to index: Neoplasm of respiratory tract",210,252280,0,0
252280212,307,"condition_era group during day -30 through 0 days relative to index: Neoplasm of respiratory tract",212,252280,0,0
252662210,308,"condition_era group during day -365 through 0 days relative to index: Tracheobronchial disorder",210,252662,0,0
